	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff
									
i_diff	-111.031	86.697	23.373	108.292	89.022	-263.868	32.192	46.578	-1,571.957
	(13.799)	(9.178)	(10.949)	(8.251)	(8.171)	(14.230)	(10.641)	(5.759)	(410.575)
Constant	-0.068	-0.117	-0.002	0.053	0.168	-0.477	-0.067	0.085	-2.279
	(0.028)	(0.025)	(0.029)	(0.028)	(0.019)	(0.029)	(0.033)	(0.020)	(0.613)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	-8.046	9.446	2.135	13.12	10.90	-18.54	3.025	8.088	-3.829
CI-low	-138.1	68.71	1.912	92.12	73.01	-291.8	11.34	35.29	-2377
CI-high	-83.98	104.7	44.83	124.5	105	-236	53.05	57.87	-767.2
p-val	0	0	0.0338	0	0	0	0.00276	0	0.000166
Standard errors in parentheses									
