	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	-42.085	-38.245	-31.915	-25.710	-94.558	35.501	2.166	-12.350	819.878
	(5.806)	(8.260)	(4.935)	(4.255)	(4.273)	(8.899)	(7.130)	(3.713)	(182.832)
pi_r_yoy	1.862	-10.850	1.120	4.922	-4.666	18.472	-1.870	0.540	405.734
	(1.347)	(1.349)	(0.727)	(2.290)	(0.526)	(2.151)	(1.176)	(0.884)	(28.630)
Constant	-0.034	0.193	0.001	-0.059	-0.175	0.167	0.051	-0.023	0.396
	(0.017)	(0.012)	(0.012)	(0.031)	(0.008)	(0.026)	(0.029)	(0.015)	(0.779)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	1.382	-8.043	1.540	2.149	-8.871	8.588	-1.590	0.610	14.17
CI-low	-0.778	-13.49	-0.305	0.432	-5.697	14.26	-4.175	-1.194	349.6
CI-high	4.502	-8.206	2.546	9.411	-3.635	22.69	0.435	2.273	461.8
p-val	0.168	0	0.125	0.0327	0	0	0.113	0.542	0
Standard errors in parentheses									
