	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock
									
i_diff_shock	-5.324	60.475	41.929	79.011	97.707	-168.307	35.408	24.310	-2.225
	(4.496)	(12.940)	(16.582)	(7.851)	(15.601)	(14.358)	(12.376)	(4.077)	(46.231)
Constant	-0.000	-0.000	0.001	0.000	0.001	-0.002	-0.002	0.001	-0.013
	(0.002)	(0.004)	(0.003)	(0.003)	(0.003)	(0.006)	(0.003)	(0.003)	(0.088)
									
Observations	234	234	234	234	234	234	234	234	234
t-test	-1.184	4.673	2.529	10.06	6.263	-11.72	2.861	5.962	-0.0481
CI-low	-14.14	35.11	9.428	63.62	67.13	-196.4	11.15	16.32	-92.84
CI-high	3.487	85.84	74.43	94.40	128.3	-140.2	59.66	32.30	88.39
p-val	0.238	5.02e-06	0.0121	0	1.82e-09	0	0.00461	9.19e-09	0.962
Standard errors in parentheses									
