	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	-38.479	-86.486	-26.462	-21.113	-121.642	98.464	-1.878	-11.507	2,662.715
	(9.904)	(8.760)	(5.503)	(6.036)	(6.347)	(14.107)	(10.778)	(5.445)	(873.502)
Constant	-0.022	0.127	0.011	-0.005	-0.228	0.174	0.015	-0.020	3.861
	(0.021)	(0.027)	(0.017)	(0.027)	(0.015)	(0.057)	(0.036)	(0.023)	(1.564)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	-3.885	-9.873	-4.808	-3.498	-19.17	6.980	-0.174	-2.113	3.048
CI-low	-57.89	-103.7	-37.25	-32.94	-134.1	70.81	-23	-22.18	950.6
CI-high	-19.07	-69.32	-15.67	-9.282	-109.2	126.1	19.25	-0.836	4375
p-val	0.000133	0	2.73e-06	0.000562	0	0	0.862	0.0356	0.00257
Standard errors in parentheses									
