	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff
									
i_diff	-111.031	86.697	23.373	108.292	89.022	-263.868	32.192	46.578	-1,571.957
	(22.217)	(12.368)	(17.521)	(12.092)	(11.001)	(19.576)	(16.868)	(8.393)	(508.325)
Constant	-0.068	-0.117	-0.002	0.053	0.168	-0.477	-0.067	0.085	-2.279
	(0.047)	(0.036)	(0.051)	(0.047)	(0.030)	(0.044)	(0.056)	(0.034)	(0.935)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	-4.998	7.010	1.334	8.955	8.092	-13.48	1.908	5.550	-3.092
CI-low	-154.6	62.46	-10.97	84.59	67.46	-302.2	-0.869	30.13	-2568
CI-high	-67.49	110.9	57.71	132	110.6	-225.5	65.25	63.03	-575.6
p-val	1.14e-06	0	0.184	0	0	0	0.0576	7.75e-08	0.00223
Standard errors in parentheses									
