	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff
									
i_diff	-115.712	59.874	50.407	111.078	92.480	-162.828	38.679	43.337	-508.203
	(13.010)	(18.308)	(14.113)	(7.908)	(13.136)	(5.121)	(11.182)	(5.785)	(112.817)
pi_r_yoy	2.416	6.033	-5.554	-2.982	-0.596	-29.644	-2.999	2.074	-234.205
	(3.017)	(3.009)	(2.044)	(4.087)	(1.581)	(0.766)	(1.853)	(1.234)	(17.614)
Constant	-0.084	-0.154	0.047	0.085	0.175	-0.467	-0.011	0.072	-0.279
	(0.037)	(0.025)	(0.034)	(0.055)	(0.024)	(0.003)	(0.046)	(0.021)	(0.480)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	0.801	2.005	-2.718	-0.730	-0.377	-38.69	-1.618	1.680	-13.30
CI-low	-3.496	0.135	-9.560	-10.99	-3.694	-31.15	-6.632	-0.345	-268.7
CI-high	8.329	11.93	-1.548	5.028	2.502	-28.14	0.633	4.493	-199.7
p-val	0.424	0.0461	0.00707	0.466	0.707	0	0.107	0.0942	0
Standard errors in parentheses									
