"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-01","Jan-1961","IDX","Index","0","Units",,,21.93,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-02","Feb-1961","IDX","Index","0","Units",,,21.95,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-03","Mar-1961","IDX","Index","0","Units",,,21.87,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-04","Apr-1961","IDX","Index","0","Units",,,22.33,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-05","May-1961","IDX","Index","0","Units",,,22.44,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-06","Jun-1961","IDX","Index","0","Units",,,22.81,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-07","Jul-1961","IDX","Index","0","Units",,,23.04,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-08","Aug-1961","IDX","Index","0","Units",,,22.91,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-09","Sep-1961","IDX","Index","0","Units",,,23.46,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-10","Oct-1961","IDX","Index","0","Units",,,23.66,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-11","Nov-1961","IDX","Index","0","Units",,,23.76,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1961-12","Dec-1961","IDX","Index","0","Units",,,23.91,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-01","Jan-1962","IDX","Index","0","Units",,,24.01,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-02","Feb-1962","IDX","Index","0","Units",,,24.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-03","Mar-1962","IDX","Index","0","Units",,,24.57,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-04","Apr-1962","IDX","Index","0","Units",,,24.66,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-05","May-1962","IDX","Index","0","Units",,,25.07,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-06","Jun-1962","IDX","Index","0","Units",,,25.37,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-07","Jul-1962","IDX","Index","0","Units",,,25.67,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-08","Aug-1962","IDX","Index","0","Units",,,25.15,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-09","Sep-1962","IDX","Index","0","Units",,,25.75,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-10","Oct-1962","IDX","Index","0","Units",,,25.58,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-11","Nov-1962","IDX","Index","0","Units",,,25.6,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1962-12","Dec-1962","IDX","Index","0","Units",,,25.58,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-01","Jan-1963","IDX","Index","0","Units",,,25.6,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-02","Feb-1963","IDX","Index","0","Units",,,25.81,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-03","Mar-1963","IDX","Index","0","Units",,,26.1,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-04","Apr-1963","IDX","Index","0","Units",,,26.14,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-05","May-1963","IDX","Index","0","Units",,,26.5,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-06","Jun-1963","IDX","Index","0","Units",,,26.86,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-07","Jul-1963","IDX","Index","0","Units",,,26.34,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-08","Aug-1963","IDX","Index","0","Units",,,26.35,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-09","Sep-1963","IDX","Index","0","Units",,,27.44,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-10","Oct-1963","IDX","Index","0","Units",,,27.42,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-11","Nov-1963","IDX","Index","0","Units",,,27.89,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1963-12","Dec-1963","IDX","Index","0","Units",,,28.18,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-01","Jan-1964","IDX","Index","0","Units",,,28.4,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-02","Feb-1964","IDX","Index","0","Units",,,28.88,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-03","Mar-1964","IDX","Index","0","Units",,,28.71,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-04","Apr-1964","IDX","Index","0","Units",,,28.91,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-05","May-1964","IDX","Index","0","Units",,,29.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-06","Jun-1964","IDX","Index","0","Units",,,29.27,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-07","Jul-1964","IDX","Index","0","Units",,,29.06,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-08","Aug-1964","IDX","Index","0","Units",,,29.31,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-09","Sep-1964","IDX","Index","0","Units",,,29.96,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-10","Oct-1964","IDX","Index","0","Units",,,29.91,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-11","Nov-1964","IDX","Index","0","Units",,,30.44,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1964-12","Dec-1964","IDX","Index","0","Units",,,30.44,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-01","Jan-1965","IDX","Index","0","Units",,,30.88,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-02","Feb-1965","IDX","Index","0","Units",,,30.71,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-03","Mar-1965","IDX","Index","0","Units",,,31.35,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-04","Apr-1965","IDX","Index","0","Units",,,31.32,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-05","May-1965","IDX","Index","0","Units",,,31.52,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-06","Jun-1965","IDX","Index","0","Units",,,31.57,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-07","Jul-1965","IDX","Index","0","Units",,,32.4,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-08","Aug-1965","IDX","Index","0","Units",,,31.67,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-09","Sep-1965","IDX","Index","0","Units",,,32.36,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-10","Oct-1965","IDX","Index","0","Units",,,33.09,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-11","Nov-1965","IDX","Index","0","Units",,,33.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1965-12","Dec-1965","IDX","Index","0","Units",,,33.74,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-01","Jan-1966","IDX","Index","0","Units",,,33.72,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-02","Feb-1966","IDX","Index","0","Units",,,33.9,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-03","Mar-1966","IDX","Index","0","Units",,,33.79,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-04","Apr-1966","IDX","Index","0","Units",,,34.01,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-05","May-1966","IDX","Index","0","Units",,,34.02,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-06","Jun-1966","IDX","Index","0","Units",,,34.05,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-07","Jul-1966","IDX","Index","0","Units",,,33.9,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-08","Aug-1966","IDX","Index","0","Units",,,33.36,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-09","Sep-1966","IDX","Index","0","Units",,,34.21,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-10","Oct-1966","IDX","Index","0","Units",,,34.6,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-11","Nov-1966","IDX","Index","0","Units",,,34.45,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1966-12","Dec-1966","IDX","Index","0","Units",,,34.5,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-01","Jan-1967","IDX","Index","0","Units",,,34.75,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-02","Feb-1967","IDX","Index","0","Units",,,34.44,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-03","Mar-1967","IDX","Index","0","Units",,,34.49,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-04","Apr-1967","IDX","Index","0","Units",,,34.83,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-05","May-1967","IDX","Index","0","Units",,,34.71,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-06","Jun-1967","IDX","Index","0","Units",,,34.88,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-07","Jul-1967","IDX","Index","0","Units",,,35.01,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-08","Aug-1967","IDX","Index","0","Units",,,35.6,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-09","Sep-1967","IDX","Index","0","Units",,,35.49,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-10","Oct-1967","IDX","Index","0","Units",,,35.25,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-11","Nov-1967","IDX","Index","0","Units",,,35.78,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1967-12","Dec-1967","IDX","Index","0","Units",,,36.18,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-01","Jan-1968","IDX","Index","0","Units",,,36,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-02","Feb-1968","IDX","Index","0","Units",,,35.85,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-03","Mar-1968","IDX","Index","0","Units",,,36.06,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-04","Apr-1968","IDX","Index","0","Units",,,36.99,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-05","May-1968","IDX","Index","0","Units",,,37.46,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-06","Jun-1968","IDX","Index","0","Units",,,37.75,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-07","Jul-1968","IDX","Index","0","Units",,,37.6,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-08","Aug-1968","IDX","Index","0","Units",,,38.11,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-09","Sep-1968","IDX","Index","0","Units",,,38.52,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-10","Oct-1968","IDX","Index","0","Units",,,38.77,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-11","Nov-1968","IDX","Index","0","Units",,,39.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1968-12","Dec-1968","IDX","Index","0","Units",,,39.19,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-01","Jan-1969","IDX","Index","0","Units",,,39.33,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-02","Feb-1969","IDX","Index","0","Units",,,39.87,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-03","Mar-1969","IDX","Index","0","Units",,,40.56,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-04","Apr-1969","IDX","Index","0","Units",,,40.18,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-05","May-1969","IDX","Index","0","Units",,,40.14,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-06","Jun-1969","IDX","Index","0","Units",,,40.2,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-07","Jul-1969","IDX","Index","0","Units",,,40.55,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-08","Aug-1969","IDX","Index","0","Units",,,39.81,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-09","Sep-1969","IDX","Index","0","Units",,,39.93,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-10","Oct-1969","IDX","Index","0","Units",,,39.62,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-11","Nov-1969","IDX","Index","0","Units",,,40.1,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1969-12","Dec-1969","IDX","Index","0","Units",,,40.46,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-01","Jan-1970","IDX","Index","0","Units",,,40.2,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-02","Feb-1970","IDX","Index","0","Units",,,40.57,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-03","Mar-1970","IDX","Index","0","Units",,,39.9,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-04","Apr-1970","IDX","Index","0","Units",,,39.32,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-05","May-1970","IDX","Index","0","Units",,,39.41,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-06","Jun-1970","IDX","Index","0","Units",,,39.29,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-07","Jul-1970","IDX","Index","0","Units",,,39.31,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-08","Aug-1970","IDX","Index","0","Units",,,39.61,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-09","Sep-1970","IDX","Index","0","Units",,,39.08,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-10","Oct-1970","IDX","Index","0","Units",,,39.07,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-11","Nov-1970","IDX","Index","0","Units",,,39.53,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1970-12","Dec-1970","IDX","Index","0","Units",,,39.79,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-01","Jan-1971","IDX","Index","0","Units",,,40.17,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-02","Feb-1971","IDX","Index","0","Units",,,40.42,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-03","Mar-1971","IDX","Index","0","Units",,,40.58,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-04","Apr-1971","IDX","Index","0","Units",,,40.64,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-05","May-1971","IDX","Index","0","Units",,,41.22,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-06","Jun-1971","IDX","Index","0","Units",,,41.49,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-07","Jul-1971","IDX","Index","0","Units",,,41.62,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-08","Aug-1971","IDX","Index","0","Units",,,42.77,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-09","Sep-1971","IDX","Index","0","Units",,,43.04,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-10","Oct-1971","IDX","Index","0","Units",,,43.23,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-11","Nov-1971","IDX","Index","0","Units",,,42.94,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1971-12","Dec-1971","IDX","Index","0","Units",,,43.55,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-01","Jan-1972","IDX","Index","0","Units",,,43.81,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-02","Feb-1972","IDX","Index","0","Units",,,43.27,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-03","Mar-1972","IDX","Index","0","Units",,,43.77,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-04","Apr-1972","IDX","Index","0","Units",,,44.91,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-05","May-1972","IDX","Index","0","Units",,,44.59,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-06","Jun-1972","IDX","Index","0","Units",,,45.04,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-07","Jul-1972","IDX","Index","0","Units",,,45.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-08","Aug-1972","IDX","Index","0","Units",,,45.33,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-09","Sep-1972","IDX","Index","0","Units",,,46.45,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-10","Oct-1972","IDX","Index","0","Units",,,47.32,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-11","Nov-1972","IDX","Index","0","Units",,,47.9,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1972-12","Dec-1972","IDX","Index","0","Units",,,48.15,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-01","Jan-1973","IDX","Index","0","Units",,,48.57,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-02","Feb-1973","IDX","Index","0","Units",,,50.02,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-03","Mar-1973","IDX","Index","0","Units",,,50.62,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-04","Apr-1973","IDX","Index","0","Units",,,50.23,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-05","May-1973","IDX","Index","0","Units",,,50.35,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-06","Jun-1973","IDX","Index","0","Units",,,50.72,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-07","Jul-1973","IDX","Index","0","Units",,,51.66,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-08","Aug-1973","IDX","Index","0","Units",,,50.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-09","Sep-1973","IDX","Index","0","Units",,,50.74,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-10","Oct-1973","IDX","Index","0","Units",,,51.29,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-11","Nov-1973","IDX","Index","0","Units",,,51.91,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1973-12","Dec-1973","IDX","Index","0","Units",,,51.75,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-01","Jan-1974","IDX","Index","0","Units",,,52.47,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-02","Feb-1974","IDX","Index","0","Units",,,52.47,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-03","Mar-1974","IDX","Index","0","Units",,,52.71,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-04","Apr-1974","IDX","Index","0","Units",,,51.77,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-05","May-1974","IDX","Index","0","Units",,,52.4,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-06","Jun-1974","IDX","Index","0","Units",,,51.68,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-07","Jul-1974","IDX","Index","0","Units",,,51.43,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-08","Aug-1974","IDX","Index","0","Units",,,51.37,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-09","Sep-1974","IDX","Index","0","Units",,,50.71,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-10","Oct-1974","IDX","Index","0","Units",,,50.64,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-11","Nov-1974","IDX","Index","0","Units",,,49.73,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1974-12","Dec-1974","IDX","Index","0","Units",,,49.61,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-01","Jan-1975","IDX","Index","0","Units",,,47.93,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-02","Feb-1975","IDX","Index","0","Units",,,47.96,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-03","Mar-1975","IDX","Index","0","Units",,,47.14,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-04","Apr-1975","IDX","Index","0","Units",,,47.57,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-05","May-1975","IDX","Index","0","Units",,,46.46,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-06","Jun-1975","IDX","Index","0","Units",,,47.1,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-07","Jul-1975","IDX","Index","0","Units",,,47.76,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-08","Aug-1975","IDX","Index","0","Units",,,47.39,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-09","Sep-1975","IDX","Index","0","Units",,,47.63,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-10","Oct-1975","IDX","Index","0","Units",,,47.17,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-11","Nov-1975","IDX","Index","0","Units",,,48.24,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1975-12","Dec-1975","IDX","Index","0","Units",,,49.13,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-01","Jan-1976","IDX","Index","0","Units",,,49.07,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-02","Feb-1976","IDX","Index","0","Units",,,49.39,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-03","Mar-1976","IDX","Index","0","Units",,,50.16,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-04","Apr-1976","IDX","Index","0","Units",,,50.78,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-05","May-1976","IDX","Index","0","Units",,,51.44,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-06","Jun-1976","IDX","Index","0","Units",,,50.71,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-07","Jul-1976","IDX","Index","0","Units",,,50.75,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-08","Aug-1976","IDX","Index","0","Units",,,51.27,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-09","Sep-1976","IDX","Index","0","Units",,,51.4,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-10","Oct-1976","IDX","Index","0","Units",,,50.53,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-11","Nov-1976","IDX","Index","0","Units",,,51.54,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1976-12","Dec-1976","IDX","Index","0","Units",,,51.69,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-01","Jan-1977","IDX","Index","0","Units",,,52.66,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-02","Feb-1977","IDX","Index","0","Units",,,51.97,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-03","Mar-1977","IDX","Index","0","Units",,,52.06,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-04","Apr-1977","IDX","Index","0","Units",,,51.69,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-05","May-1977","IDX","Index","0","Units",,,52.31,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-06","Jun-1977","IDX","Index","0","Units",,,52.84,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-07","Jul-1977","IDX","Index","0","Units",,,52.54,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-08","Aug-1977","IDX","Index","0","Units",,,52.69,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-09","Sep-1977","IDX","Index","0","Units",,,52.46,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-10","Oct-1977","IDX","Index","0","Units",,,52.82,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-11","Nov-1977","IDX","Index","0","Units",,,52.98,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1977-12","Dec-1977","IDX","Index","0","Units",,,53.11,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-01","Jan-1978","IDX","Index","0","Units",,,53.21,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-02","Feb-1978","IDX","Index","0","Units",,,53.61,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-03","Mar-1978","IDX","Index","0","Units",,,53.41,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-04","Apr-1978","IDX","Index","0","Units",,,54.41,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-05","May-1978","IDX","Index","0","Units",,,53.76,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-06","Jun-1978","IDX","Index","0","Units",,,54.84,,
"CAN","Canada","201","Index of industrial production","202112","December 2021","M","Monthly","1978-07","Jul-1978","IDX","Index","0","Units",,,54.03,,
