	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	-1.422	158.396	79.953	39.717	12.920	-80.065	316.990	-6.250	-26.892
	(1.521)	(2.736)	(0.933)	(1.725)	(2.099)	(1.607)	(5.352)	(0.395)	(2.065)
Constant	-0.000	-0.196	-0.027	0.004	0.015	-0.071	-0.574	-0.008	-0.021
	(0.002)	(0.006)	(0.001)	(0.004)	(0.004)	(0.003)	(0.014)	(0.001)	(0.003)
									
Observations	398	398	398	398	398	398	398	398	398
t-test	-0.935	57.89	85.72	23.03	6.156	-49.82	59.23	-15.83	-13.02
CI-low	-4.403	153	78.12	36.34	8.807	-83.22	306.5	-7.023	-30.94
CI-high	1.559	163.8	81.78	43.10	17.03	-76.91	327.5	-5.476	-22.84
p-val	0.350	0	0	0	1.83e-09	0	0	0	0
Standard errors in parentheses									
