	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	37.360	-413.137	-422.671	195.283	-17.565	5,309.749	-521.188	2.679	-31.144
	(2.056)	(16.692)	(19.539)	(3.825)	(1.146)	(347.622)	(6.362)	(0.273)	(0.985)
Constant	0.024	0.581	0.109	0.090	-0.033	9.542	1.259	0.005	-0.045
	(0.003)	(0.044)	(0.043)	(0.007)	(0.002)	(0.724)	(0.015)	(0.001)	(0.002)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	18.17	-24.75	-21.63	51.05	-15.33	15.27	-81.92	9.814	-31.62
CI-low	33.33	-445.9	-461	187.8	-19.81	4628	-533.7	2.144	-33.07
CI-high	41.39	-380.4	-384.4	202.8	-15.32	5991	-508.7	3.214	-29.21
p-val	0	0	0	0	0	0	0	0	0
Standard errors in parentheses									
