	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock
									
i_diff_shock	90.234	-472.802	-1,146.041	258.949	120.139	-2,901.302	-923.200	17.435	-3.779
	(1.437)	(22.993)	(34.182)	(15.315)	(4.810)	(213.776)	(16.668)	(3.151)	(0.842)
pi_r_yoy_shock	5.738	-64.289	35.387	5.543	11.940	-614.875	7.490	1.109	8.816
	(0.185)	(1.575)	(2.259)	(1.356)	(0.340)	(16.446)	(0.829)	(0.316)	(0.339)
Constant	-0.000	-0.000	-0.004	0.002	-0.000	0.006	0.001	0.001	0.000
	(0.000)	(0.003)	(0.008)	(0.005)	(0.001)	(0.039)	(0.004)	(0.002)	(0.001)
									
Observations	234	234	234	234	234	234	234	234	234
t-test	62.79	-20.56	-33.53	16.91	24.97	-13.57	-55.39	5.532	-4.489
CI-low	87.42	-517.9	-1213	228.9	110.7	-3320	-955.9	11.26	-5.429
CI-high	93.05	-427.7	-1079	289	129.6	-2482	-890.5	23.61	-2.129
p-val	0	0	0	0	0	0	0	8.53e-08	1.13e-05
Standard errors in parentheses									
