	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
i_diff	-65.470	228.594	507.993	-242.289	-125.926	5,374.200	239.377	-42.570	-28.288
	(0.175)	(1.437)	(5.712)	(3.357)	(2.088)	(178.547)	(0.951)	(1.892)	(1.544)
pi_r_yoy	-2.283	25.678	-29.325	3.127	-6.348	1,376.050	-3.937	-0.597	-7.890
	(0.033)	(0.243)	(0.791)	(0.489)	(0.257)	(26.620)	(0.146)	(0.182)	(0.131)
Constant	-0.029	-0.638	0.165	-0.144	-0.234	17.605	-0.483	-0.075	-0.025
	(0.000)	(0.003)	(0.010)	(0.006)	(0.004)	(0.124)	(0.004)	(0.004)	(0.002)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	-68.78	105.5	-37.07	6.394	-24.72	51.69	-27.04	-3.279	-60.15
CI-low	-2.348	25.20	-30.88	2.168	-6.851	1324	-4.222	-0.954	-8.148
CI-high	-2.218	26.15	-27.77	4.086	-5.844	1428	-3.651	-0.240	-7.633
p-val	0	0	0	8.80e-10	0	0	0	0.00120	0
Standard errors in parentheses									
