	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	31.666	-253.498	-590.726	187.413	-26.905	2,801.011	-538.755	2.743	-35.148
	(0.316)	(1.887)	(6.239)	(2.575)	(0.583)	(95.003)	(2.121)	(0.331)	(1.341)
pi_r_yoy	2.939	-35.905	34.527	8.426	1.609	736.032	8.122	-0.041	0.881
	(0.049)	(0.339)	(0.868)	(0.390)	(0.070)	(14.166)	(0.319)	(0.032)	(0.111)
Constant	0.004	0.800	-0.197	-0.002	-0.051	9.284	1.106	0.005	-0.052
	(0.001)	(0.004)	(0.011)	(0.005)	(0.001)	(0.066)	(0.009)	(0.001)	(0.002)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	100.4	-134.4	-94.69	72.78	-46.11	29.48	-254	8.279	-26.21
CI-low	31.05	-257.2	-603	182.4	-28.05	2615	-542.9	2.093	-37.78
CI-high	32.28	-249.8	-578.5	192.5	-25.76	2987	-534.6	3.392	-32.52
p-val	0	0	0	0	0	0	0	0	0
Standard errors in parentheses									
