	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
pi_r_yoy	-5.280	57.801	29.008	-21.317	-18.844	2,374.200	10.390	-3.716	-10.155
	(0.968)	(2.740)	(6.143)	(7.676)	(1.041)	(92.367)	(6.073)	(0.732)	(0.220)
Constant	0.028	-0.714	-0.297	0.224	0.008	13.726	-0.250	0.010	0.020
	(0.011)	(0.051)	(0.110)	(0.104)	(0.018)	(0.926)	(0.182)	(0.015)	(0.008)
									
Observations	235	235	235	235	235	235	235	235	235
t-test	-5.457	21.09	4.722	-2.777	-18.09	25.70	1.711	-5.079	-46.11
CI-low	-7.177	52.43	16.97	-36.36	-20.88	2193	-1.512	-5.150	-10.59
CI-high	-3.384	63.17	41.05	-6.271	-16.80	2555	22.29	-2.282	-9.724
p-val	1.24e-07	0	4.03e-06	0.00593	0	0	0.0884	7.78e-07	0
Standard errors in parentheses									
