	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff
									
pi_r_yoy	4.700	1.687	-0.845	-2.823	0.308	-4.706	16.850	5.084	11.451
	(2.003)	(0.600)	(6.346)	(5.026)	(3.319)	(1.381)	(2.065)	(2.126)	(4.445)
Constant	-0.007	-0.020	0.003	0.018	-0.005	0.025	-0.233	0.014	-0.068
	(0.024)	(0.011)	(0.053)	(0.043)	(0.040)	(0.018)	(0.051)	(0.038)	(0.064)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	2.347	2.809	-0.133	-0.562	0.0929	-3.408	8.160	2.392	2.576
CI-low	0.774	0.510	-13.28	-12.67	-6.198	-7.412	12.80	0.918	2.740
CI-high	8.625	2.863	11.59	7.027	6.815	-2	20.90	9.250	20.16
p-val	0.0202	0.00561	0.894	0.575	0.926	0.000831	0	0.0180	0.0109
Standard errors in parentheses									
