	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
pi_r_yoy	4.748	2.946	2.527	1.044	2.196	-2.081	11.389	4.214	7.368
	(1.469)	(1.106)	(2.276)	(2.377)	(1.518)	(0.991)	(1.825)	(1.507)	(2.448)
Constant	-0.006	-0.039	-0.009	-0.005	0.003	0.012	-0.154	0.012	-0.042
	(0.018)	(0.018)	(0.019)	(0.020)	(0.018)	(0.013)	(0.042)	(0.027)	(0.035)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	3.233	2.663	1.110	0.439	1.447	-2.099	6.241	2.796	3.010
CI-low	1.869	0.778	-1.934	-3.614	-0.778	-4.024	7.812	1.260	2.570
CI-high	7.627	5.115	6.989	5.702	5.171	-0.138	14.97	7.168	12.17
p-val	0.00150	0.00856	0.269	0.661	0.150	0.0374	3.93e-09	0.00582	0.00305
Standard errors in parentheses									
