	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	-153.695	-53.570	-79.132	-83.400	-86.445	-71.853	-89.135	-129.797	-116.729
	(24.146)	(6.550)	(7.924)	(7.667)	(11.324)	(7.160)	(39.356)	(15.183)	(10.222)
Constant	-0.032	0.059	0.033	0.035	-0.009	0.030	0.080	-0.098	0.022
	(0.016)	(0.012)	(0.011)	(0.011)	(0.009)	(0.010)	(0.059)	(0.022)	(0.016)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	-6.365	-8.179	-9.986	-10.88	-7.634	-10.04	-2.265	-8.549	-11.42
CI-low	-201	-66.41	-94.66	-98.43	-108.6	-85.89	-166.3	-159.6	-136.8
CI-high	-106.4	-40.73	-63.60	-68.37	-64.25	-57.82	-12	-100	-96.69
p-val	2.07e-09	0	0	0	0	0	0.0249	0	0
Standard errors in parentheses									
