	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
i_diff	41.088	-64.466	121.637	76.970	120.705	24.007	-17.146	44.057	83.590
	(9.379)	(1.022)	(15.839)	(9.927)	(9.062)	(3.244)	(8.077)	(6.355)	(11.123)
pi_r_yoy	0.059	0.958	4.073	2.781	2.377	1.572	-5.175	-0.588	-1.571
	(0.519)	(0.126)	(2.830)	(2.050)	(0.868)	(0.392)	(0.408)	(0.543)	(1.519)
Constant	0.009	0.046	-0.065	-0.048	0.017	-0.018	0.089	0.031	-0.004
	(0.006)	(0.002)	(0.028)	(0.019)	(0.008)	(0.004)	(0.013)	(0.010)	(0.021)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	0.114	7.600	1.439	1.356	2.737	4.007	-12.67	-1.083	-1.034
CI-low	-0.959	0.711	-1.473	-1.237	0.675	0.803	-5.975	-1.653	-4.549
CI-high	1.077	1.205	9.619	6.799	4.078	2.341	-4.374	0.476	1.407
p-val	0.909	0	0.152	0.177	0.00692	9.51e-05	0	0.281	0.303
Standard errors in parentheses									
