	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock	s_diff_shock
									
pi_r_yoy_shock	-1.402	0.248	-7.873	-3.996	-1.060	-0.535	2.780	0.055	-3.280
	(0.916)	(0.745)	(1.230)	(1.152)	(1.272)	(0.654)	(0.986)	(0.993)	(1.874)
Constant	-0.002	-0.000	-0.004	-0.003	-0.004	-0.002	-0.003	-0.003	-0.006
	(0.003)	(0.002)	(0.006)	(0.004)	(0.004)	(0.003)	(0.005)	(0.004)	(0.006)
									
Observations	157	157	157	157	157	157	157	157	157
t-test	-1.531	0.333	-6.400	-3.467	-0.833	-0.817	2.819	0.0550	-1.750
CI-low	-3.197	-1.212	-10.28	-6.254	-3.553	-1.817	0.847	-1.892	-6.953
CI-high	0.393	1.707	-5.462	-1.737	1.433	0.748	4.713	2.001	0.394
p-val	0.128	0.740	1.75e-09	0.000681	0.406	0.415	0.00544	0.956	0.0821
Standard errors in parentheses									
