	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	-38.077	-35.991	-53.835	-30.664	-88.785	-90.272	4.508	-21.030	-89.130
	(5.029)	(6.548)	(5.056)	(4.231)	(6.702)	(8.978)	(5.159)	(4.638)	(16.157)
pi_r_yoy	1.626	1.587	2.837	3.553	1.330	-2.230	0.831	2.316	-5.376
	(0.978)	(0.995)	(0.725)	(1.638)	(0.705)	(1.777)	(0.589)	(0.709)	(1.847)
Constant	-0.021	0.029	-0.001	-0.030	-0.100	-0.084	-0.016	-0.030	-0.048
	(0.011)	(0.011)	(0.010)	(0.019)	(0.013)	(0.017)	(0.017)	(0.013)	(0.031)
									
Observations	398	398	398	398	398	398	398	398	398
t-test	-7.572	-5.497	-10.65	-7.247	-13.25	-10.05	0.874	-4.534	-5.517
CI-low	-47.93	-48.82	-63.75	-38.96	-101.9	-107.9	-5.604	-30.12	-120.8
CI-high	-28.22	-23.16	-43.92	-22.37	-75.65	-72.68	14.62	-11.94	-57.46
p-val	0	6.95e-08	0	0	0	0	0.383	7.68e-06	6.26e-08
Standard errors in parentheses									
