	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff
									
i_diff	-417.551	28.293	46.117	57.026	121.982	111.860	72.894	32.837	59.699
	(62.379)	(10.576)	(10.936)	(6.875)	(3.129)	(4.636)	(23.838)	(3.011)	(17.632)
Constant	-0.184	-0.029	-0.012	0.009	0.139	0.099	-0.124	0.045	0.047
	(0.128)	(0.028)	(0.027)	(0.021)	(0.007)	(0.011)	(0.067)	(0.011)	(0.019)
									
Observations	398	398	398	398	398	398	398	398	398
t-test	-6.694	2.675	4.217	8.295	38.98	24.13	3.058	10.90	3.386
CI-low	-539.8	7.564	24.68	43.55	115.8	102.8	26.17	26.93	25.14
CI-high	-295.3	49.02	67.55	70.50	128.1	120.9	119.6	38.74	94.26
p-val	7.46e-11	0.00778	3.07e-05	0	0	0	0.00238	0	0.000780
Standard errors in parentheses									
