	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
pi_r_yoy	0.714	-1.849	-1.874	2.220	-3.969	-15.880	1.076	1.770	-12.124
	(1.058)	(0.862)	(1.030)	(1.761)	(1.544)	(1.677)	(0.598)	(0.825)	(1.414)
Constant	-0.001	0.032	0.018	-0.016	-0.005	-0.022	-0.013	-0.001	0.044
	(0.012)	(0.012)	(0.015)	(0.019)	(0.017)	(0.021)	(0.016)	(0.012)	(0.032)
									
Observations	398	398	398	398	398	398	398	398	398
t-test	0.675	-2.144	-1.819	1.261	-2.571	-9.471	1.798	2.144	-8.573
CI-low	-1.360	-3.539	-3.893	-1.232	-6.995	-19.17	-0.0972	0.152	-14.90
CI-high	2.788	-0.159	0.146	5.673	-0.943	-12.59	2.249	3.388	-9.353
p-val	0.500	0.0326	0.0697	0.208	0.0105	0	0.0730	0.0326	0
Standard errors in parentheses									
