	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
i_diff	379.868	-48.150	-104.914	-86.842	-207.335	-169.087	-45.736	-52.917	-114.262
	(34.482)	(3.545)	(3.375)	(0.935)	(4.722)	(7.700)	(8.732)	(3.112)	(20.743)
pi_r_yoy	1.348	-2.769	4.056	2.187	0.212	-11.026	-6.393	1.381	-14.606
	(6.659)	(0.534)	(0.469)	(0.148)	(0.486)	(1.415)	(1.010)	(0.376)	(2.388)
Constant	0.164	0.098	0.004	-0.028	-0.236	-0.165	0.213	-0.072	-0.036
	(0.072)	(0.006)	(0.007)	(0.002)	(0.009)	(0.013)	(0.028)	(0.007)	(0.041)
									
Observations	398	398	398	398	398	398	398	398	398
t-test	0.202	-5.181	8.655	14.78	0.436	-7.793	-6.327	3.669	-6.115
CI-low	-11.70	-3.817	3.138	1.897	-0.741	-13.80	-8.374	0.643	-19.29
CI-high	14.40	-1.722	4.975	2.477	1.165	-8.253	-4.413	2.118	-9.925
p-val	0.840	3.52e-07	0	0	0.663	0	6.77e-10	0.000277	2.32e-09
Standard errors in parentheses									
