	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
pi_r_yoy	10.442	-7.365	-5.123	-1.587	-12.162	-36.594	-8.875	0.007	-23.257
	(7.850)	(0.726)	(1.367)	(1.636)	(3.295)	(2.569)	(1.178)	(0.925)	(1.826)
Constant	-0.039	0.103	0.040	0.014	-0.014	-0.050	0.180	-0.001	0.082
	(0.086)	(0.013)	(0.020)	(0.021)	(0.031)	(0.028)	(0.031)	(0.014)	(0.042)
									
Observations	398	398	398	398	398	398	398	398	398
t-test	1.330	-10.15	-3.747	-0.970	-3.691	-14.24	-7.536	0.00716	-12.74
CI-low	-4.945	-8.788	-7.803	-4.793	-18.62	-41.63	-11.18	-1.807	-26.84
CI-high	25.83	-5.943	-2.443	1.619	-5.704	-31.56	-6.567	1.820	-19.68
p-val	0.184	0	0.000206	0.333	0.000254	0	0	0.994	0
Standard errors in parentheses									
