B_new_1	B_new_2	B_new_3	B_new_4	B_new_5	B_new_6	B_new_7	B_new_8	B_new_9
0.798361145661257	-25.1232846898491	-2.68530644324117	0.141294747463819	33.150578827122	-23.6973099181036	0.0311657755587583	-12.7337951365744	24.274588897546
0.00268150392644055	1.1416646456113	-0.00530979688227941	-0.00235937338502232	-0.283124049507318	0.0380110269194562	0.00164506753824269	-0.0225339571241447	0.0868048749666151
-0.00214745515834383	0.169924246349691	0.616748952967413	0.000609116903579559	-0.142270769664691	0.410269904963991	0.00115195774089396	-0.0318307604278224	-0.073136271389643
1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0
