	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
i_diff	-15.027	-56.216	-147.022	-117.993	-58.790	-82.727	-45.179	-31.854	-506.810
	(0.215)	(0.462)	(0.939)	(0.996)	(1.562)	(1.041)	(0.553)	(0.733)	(5.291)
pi_r_yoy	0.480	0.840	1.256	2.075	0.986	1.186	1.086	1.144	7.834
	(0.013)	(0.046)	(0.134)	(0.143)	(0.087)	(0.086)	(0.036)	(0.042)	(0.863)
Constant	-0.004	0.040	0.056	0.036	-0.001	0.028	0.023	-0.019	0.056
	(0.000)	(0.001)	(0.001)	(0.001)	(0.001)	(0.001)	(0.001)	(0.001)	(0.010)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	-69.99	-121.7	-156.6	-118.5	-37.64	-79.48	-81.67	-43.46	-95.79
CI-low	-15.45	-57.12	-148.9	-119.9	-61.85	-84.77	-46.26	-33.29	-517.2
CI-high	-14.61	-55.31	-145.2	-116	-55.73	-80.69	-44.09	-30.42	-496.4
p-val	0	0	0	0	0	0	0	0	0
Standard errors in parentheses									
