	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff	s_diff
									
i_diff	-76.591	-2.895	-87.059	-71.892	-35.222	26.853	-60.058	-15.765	53.864
	(11.665)	(4.210)	(5.256)	(5.001)	(12.535)	(4.844)	(4.443)	(3.357)	(1.734)
Constant	-0.015	0.002	0.036	0.029	-0.002	-0.011	0.052	-0.012	-0.011
	(0.008)	(0.008)	(0.007)	(0.007)	(0.009)	(0.006)	(0.008)	(0.005)	(0.003)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	-6.566	-0.688	-16.56	-14.37	-2.810	5.543	-13.52	-4.696	31.07
CI-low	-99.45	-11.15	-97.36	-81.69	-59.79	17.36	-68.77	-22.34	50.47
CI-high	-53.73	5.357	-76.76	-62.09	-10.65	36.35	-51.35	-9.186	57.26
p-val	7.27e-10	0.493	0	0	0.00559	1.24e-07	0	5.76e-06	0
Standard errors in parentheses									
