	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP	s_IP
									
i_diff	-15.061	-56.568	-147.413	-116.657	-59.363	-77.760	-41.324	-33.434	-515.801
	(0.900)	(1.256)	(1.717)	(2.237)	(2.855)	(1.794)	(2.033)	(2.284)	(8.180)
Constant	-0.003	0.054	0.061	0.048	-0.004	0.032	0.036	-0.024	0.103
	(0.001)	(0.002)	(0.002)	(0.003)	(0.001)	(0.002)	(0.004)	(0.003)	(0.012)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	-16.73	-45.05	-85.85	-52.15	-20.79	-43.34	-20.33	-14.64	-63.06
CI-low	-16.83	-59.03	-150.8	-121	-64.96	-81.28	-45.31	-37.91	-531.8
CI-high	-13.30	-54.11	-144	-112.3	-53.77	-74.24	-37.34	-28.96	-499.8
p-val	0	0	0	0	0	0	0	0	0
Standard errors in parentheses									
