	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T	s_T
									
i_diff	-91.652	-59.462	-234.473	-188.548	-94.585	-50.906	-101.381	-49.199	-461.936
	(14.082)	(8.100)	(7.327)	(7.616)	(18.095)	(6.946)	(3.709)	(6.824)	(11.347)
Constant	-0.018	0.056	0.097	0.077	-0.006	0.021	0.088	-0.036	0.092
	(0.011)	(0.015)	(0.010)	(0.011)	(0.014)	(0.010)	(0.007)	(0.010)	(0.018)
									
Observations	158	158	158	158	158	158	158	158	158
t-test	-6.508	-7.341	-32	-24.76	-5.227	-7.329	-27.33	-7.210	-40.71
CI-low	-119.3	-75.34	-248.8	-203.5	-130.1	-64.52	-108.7	-62.57	-484.2
CI-high	-64.05	-43.59	-220.1	-173.6	-59.12	-37.29	-94.11	-35.82	-439.7
p-val	9.84e-10	0	0	0	5.45e-07	0	0	0	0
Standard errors in parentheses									
